,START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
0,02/23/19,03:05 PM,03:05 PM,Indians at Reds,Goodyear Ballpark - Goodyear,Local Radio: WLW 700,02/23/19,02/23/19,06:05 PM,06:05 PM,False,True,02/23/19,02:05 PM,02:05 PM,FREE,BUSY
1,02/24/19,03:10 PM,03:10 PM,Reds at Angels,Tempe Diablo Stadium - Tempe,Local TV: FS-O ----- Local Radio: WSAI-1360,02/24/19,02/24/19,06:10 PM,06:10 PM,False,True,02/24/19,02:10 PM,02:10 PM,FREE,BUSY
2,02/25/19,03:10 PM,03:10 PM,Reds at Mariners,Peoria Stadium - Peoria,Local Radio: WSAI-1360,02/25/19,02/25/19,06:10 PM,06:10 PM,False,True,02/25/19,02:10 PM,02:10 PM,FREE,BUSY
3,02/26/19,03:05 PM,03:05 PM,Giants at Reds,Goodyear Ballpark - Goodyear,Local Radio: WSAI-1360,02/26/19,02/26/19,06:05 PM,06:05 PM,False,True,02/26/19,02:05 PM,02:05 PM,FREE,BUSY
4,02/27/19,03:05 PM,03:05 PM,Reds at White Sox,Camelback Ranch - Glendale,Local Radio: WLW 700,02/27/19,02/27/19,06:05 PM,06:05 PM,False,True,02/27/19,02:05 PM,02:05 PM,FREE,BUSY
5,02/28/19,03:05 PM,03:05 PM,Brewers at Reds,Goodyear Ballpark - Goodyear,Local Radio: WSAI-1360,02/28/19,02/28/19,06:05 PM,06:05 PM,False,True,02/28/19,02:05 PM,02:05 PM,FREE,BUSY
6,03/01/19,09:05 PM,09:05 PM,Reds at Giants,Scottsdale Stadium - Scottsdale,Local TV: MLBN ----- Local Radio: WLW 700,03/02/19,03/02/19,12:05 AM,12:05 AM,False,True,03/01/19,08:05 PM,08:05 PM,FREE,BUSY
7,03/02/19,03:05 PM,03:05 PM,Angels at Reds,Goodyear Ballpark - Goodyear,Local Radio: WLW 700,03/02/19,03/02/19,06:05 PM,06:05 PM,False,True,03/02/19,02:05 PM,02:05 PM,FREE,BUSY
8,03/03/19,03:05 PM,03:05 PM,Reds at Brewers,American Family Fields of Phoenix - Phoenix,Local Radio: WLW 700,03/03/19,03/03/19,06:05 PM,06:05 PM,False,True,03/03/19,02:05 PM,02:05 PM,FREE,BUSY
9,03/04/19,03:05 PM,03:05 PM,Cubs at Reds,Goodyear Ballpark - Goodyear,Local Radio: WLW 700,03/04/19,03/04/19,06:05 PM,06:05 PM,False,True,03/04/19,02:05 PM,02:05 PM,FREE,BUSY
10,03/04/19,03:10 PM,03:10 PM,Reds at D-backs,Salt River Fields at Talking Stick - Scottsdale,,03/04/19,03/04/19,06:10 PM,06:10 PM,False,True,03/04/19,02:10 PM,02:10 PM,FREE,BUSY
11,03/06/19,08:05 PM,08:05 PM,Padres at Reds,Goodyear Ballpark - Goodyear,Local Radio: WLW 700,03/06/19,03/06/19,11:05 PM,11:05 PM,False,True,03/06/19,07:05 PM,07:05 PM,FREE,BUSY
12,03/07/19,08:05 PM,08:05 PM,Mariners at Reds,Goodyear Ballpark - Goodyear,Local TV: FS-O ----- Local Radio: WSAI-1360,03/07/19,03/07/19,11:05 PM,11:05 PM,False,True,03/07/19,07:05 PM,07:05 PM,FREE,BUSY
13,03/08/19,03:05 PM,03:05 PM,Reds at Royals,Surprise Stadium - Surprise,Local Radio: WSAI-1360,03/08/19,03/08/19,06:05 PM,06:05 PM,False,True,03/08/19,02:05 PM,02:05 PM,FREE,BUSY
14,03/09/19,08:40 PM,08:40 PM,Reds at Padres,Peoria Stadium - Peoria,Local TV: FS-O ----- Local Radio: WLW 700,03/09/19,03/09/19,11:40 PM,11:40 PM,False,True,03/09/19,07:40 PM,07:40 PM,FREE,BUSY
15,03/10/19,04:05 PM,04:05 PM,D-backs at Reds,Goodyear Ballpark - Goodyear,Local TV: FS-O- MLBN (out-of-market only) ----- Local Radio: WLW 700,03/10/19,03/10/19,07:05 PM,07:05 PM,False,True,03/10/19,03:05 PM,03:05 PM,FREE,BUSY
16,03/11/19,04:05 PM,04:05 PM,Reds at Indians,Goodyear Ballpark - Goodyear,Local Radio: WSAI-1360,03/11/19,03/11/19,07:05 PM,07:05 PM,False,True,03/11/19,03:05 PM,03:05 PM,FREE,BUSY
17,03/12/19,10:05 PM,10:05 PM,Reds at Cubs,Sloan Park - Mesa,,03/13/19,03/13/19,01:05 AM,01:05 AM,False,True,03/12/19,09:05 PM,09:05 PM,FREE,BUSY
18,03/14/19,04:05 PM,04:05 PM,Reds at Dodgers,Camelback Ranch - Glendale,Local Radio: WLW 700,03/14/19,03/14/19,07:05 PM,07:05 PM,False,True,03/14/19,03:05 PM,03:05 PM,FREE,BUSY
19,03/15/19,09:05 PM,09:05 PM,Dodgers at Reds,Goodyear Ballpark - Goodyear,Local TV: MLBN ----- Local Radio: WLW 700,03/16/19,03/16/19,12:05 AM,12:05 AM,False,True,03/15/19,08:05 PM,08:05 PM,FREE,BUSY
20,03/16/19,04:05 PM,04:05 PM,Rangers at Reds,Goodyear Ballpark - Goodyear,Local Radio: WLW 700,03/16/19,03/16/19,07:05 PM,07:05 PM,False,True,03/16/19,03:05 PM,03:05 PM,FREE,BUSY
21,03/17/19,04:05 PM,04:05 PM,Indians at Reds,Goodyear Ballpark - Goodyear,Local TV: FS-O ----- Local Radio: WLW 700,03/17/19,03/17/19,07:05 PM,07:05 PM,False,True,03/17/19,03:05 PM,03:05 PM,FREE,BUSY
22,03/18/19,04:10 PM,04:10 PM,Reds at Rockies,Salt River Fields at Talking Stick - Scottsdale,Local TV: MLBN ----- Local Radio: WLW 700,03/18/19,03/18/19,07:10 PM,07:10 PM,False,True,03/18/19,03:10 PM,03:10 PM,FREE,BUSY
23,03/19/19,09:05 PM,09:05 PM,White Sox at Reds,Goodyear Ballpark - Goodyear,Local TV: FS-O ----- Local Radio: WLW 700,03/20/19,03/20/19,12:05 AM,12:05 AM,False,True,03/19/19,08:05 PM,08:05 PM,FREE,BUSY
24,03/20/19,04:05 PM,04:05 PM,Reds at Rangers,Surprise Stadium - Surprise,Local Radio: WLW 700,03/20/19,03/20/19,07:05 PM,07:05 PM,False,True,03/20/19,03:05 PM,03:05 PM,FREE,BUSY
25,03/21/19,09:40 PM,09:40 PM,Reds at Mariners,Peoria Stadium - Peoria,,03/22/19,03/22/19,12:40 AM,12:40 AM,False,True,03/21/19,08:40 PM,08:40 PM,FREE,BUSY
26,03/21/19,04:05 PM,04:05 PM,Royals at Reds,Goodyear Ballpark - Goodyear,Local Radio: MLB.com,03/21/19,03/21/19,07:05 PM,07:05 PM,False,True,03/21/19,03:05 PM,03:05 PM,FREE,BUSY
27,03/22/19,04:05 PM,04:05 PM,Reds at Brewers,American Family Fields of Phoenix - Phoenix,Local TV: FS-O ----- Local Radio: MLB.com,03/22/19,03/22/19,07:05 PM,07:05 PM,False,True,03/22/19,03:05 PM,03:05 PM,FREE,BUSY
28,03/23/19,04:05 PM,04:05 PM,Reds at Indians,Goodyear Ballpark - Goodyear,Local TV: FS-O ----- Local Radio: MLB.com,03/23/19,03/23/19,07:05 PM,07:05 PM,False,True,03/23/19,03:05 PM,03:05 PM,FREE,BUSY
29,03/24/19,03:05 PM,03:05 PM,Rockies at Reds,Goodyear Ballpark - Goodyear,Local Radio: WLW 700,03/24/19,03/24/19,06:05 PM,06:05 PM,False,True,03/24/19,02:05 PM,02:05 PM,FREE,BUSY
30,03/25/19,07:20 PM,07:20 PM,Reds at Braves,SunTrust Park - Atlanta,Local TV: FS-O ----- Local Radio: WLW 700,03/25/19,03/25/19,10:20 PM,10:20 PM,False,True,03/25/19,06:20 PM,06:20 PM,FREE,BUSY
31,03/26/19,01:10 PM,01:10 PM,Reds at Braves,SunTrust Park - Atlanta,Local TV: FS-O- MLBN (out-of-market only) ----- Local Radio: WSAI-1360,03/26/19,03/26/19,04:10 PM,04:10 PM,False,True,03/26/19,12:10 PM,12:10 PM,FREE,BUSY
32,03/28/19,04:10 PM,04:10 PM,Pirates at Reds,Great American Ball Park - Cincinnati,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,03/28/19,03/28/19,07:10 PM,07:10 PM,False,True,03/28/19,03:10 PM,03:10 PM,FREE,BUSY
33,03/31/19,01:10 PM,01:10 PM,Pirates at Reds,Great American Ball Park - Cincinnati,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,03/31/19,03/31/19,04:10 PM,04:10 PM,False,True,03/31/19,12:10 PM,12:10 PM,FREE,BUSY
34,04/01/19,06:40 PM,06:40 PM,Brewers at Reds,Great American Ball Park - Cincinnati,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/01/19,04/01/19,09:40 PM,09:40 PM,False,True,04/01/19,05:40 PM,05:40 PM,FREE,BUSY
35,04/02/19,06:40 PM,06:40 PM,Brewers at Reds,Great American Ball Park - Cincinnati,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/02/19,04/02/19,09:40 PM,09:40 PM,False,True,04/02/19,05:40 PM,05:40 PM,FREE,BUSY
36,04/03/19,12:35 PM,12:35 PM,Brewers at Reds,Great American Ball Park - Cincinnati,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/03/19,04/03/19,03:35 PM,03:35 PM,False,True,04/03/19,11:35 AM,11:35 AM,FREE,BUSY
37,04/04/19,07:05 PM,07:05 PM,Reds at Pirates,PNC Park - Pittsburgh,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/04/19,04/04/19,10:05 PM,10:05 PM,False,True,04/04/19,06:05 PM,06:05 PM,FREE,BUSY
38,04/05/19,07:05 PM,07:05 PM,Reds at Pirates,PNC Park - Pittsburgh,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/05/19,04/05/19,10:05 PM,10:05 PM,False,True,04/05/19,06:05 PM,06:05 PM,FREE,BUSY
39,04/06/19,01:35 PM,01:35 PM,Reds at Pirates,PNC Park - Pittsburgh,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/06/19,04/06/19,04:35 PM,04:35 PM,False,True,04/06/19,12:35 PM,12:35 PM,FREE,BUSY
40,04/07/19,01:35 PM,01:35 PM,Reds at Pirates,PNC Park - Pittsburgh,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/07/19,04/07/19,04:35 PM,04:35 PM,False,True,04/07/19,12:35 PM,12:35 PM,FREE,BUSY
41,04/09/19,06:40 PM,06:40 PM,Marlins at Reds,Great American Ball Park - Cincinnati,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/09/19,04/09/19,09:40 PM,09:40 PM,False,True,04/09/19,05:40 PM,05:40 PM,FREE,BUSY
42,04/10/19,06:40 PM,06:40 PM,Marlins at Reds,Great American Ball Park - Cincinnati,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/10/19,04/10/19,09:40 PM,09:40 PM,False,True,04/10/19,05:40 PM,05:40 PM,FREE,BUSY
43,04/11/19,12:35 PM,12:35 PM,Marlins at Reds,Great American Ball Park - Cincinnati,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/11/19,04/11/19,03:35 PM,03:35 PM,False,True,04/11/19,11:35 AM,11:35 AM,FREE,BUSY
44,04/13/19,07:10 PM,07:10 PM,Cardinals at Reds,Estadio de Beisbol Monterrey - Monterrey,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/13/19,04/13/19,10:10 PM,10:10 PM,False,True,04/13/19,06:10 PM,06:10 PM,FREE,BUSY
45,04/14/19,04:10 PM,04:10 PM,Cardinals at Reds,Estadio de Beisbol Monterrey - Monterrey,Local TV: FS-O- ESPN ----- Local Radio: WLW 700- Reds Radio Network,04/14/19,04/14/19,07:10 PM,07:10 PM,False,True,04/14/19,03:10 PM,03:10 PM,FREE,BUSY
46,04/15/19,10:10 PM,10:10 PM,Reds at Dodgers,Dodger Stadium - Los Angeles,Local TV: FS-O- ESPN ----- Local Radio: WLW 700- Reds Radio Network,04/16/19,04/16/19,01:10 AM,01:10 AM,False,True,04/15/19,09:10 PM,09:10 PM,FREE,BUSY
47,04/16/19,10:10 PM,10:10 PM,Reds at Dodgers,Dodger Stadium - Los Angeles,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/17/19,04/17/19,01:10 AM,01:10 AM,False,True,04/16/19,09:10 PM,09:10 PM,FREE,BUSY
48,04/17/19,03:10 PM,03:10 PM,Reds at Dodgers,Dodger Stadium - Los Angeles,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/17/19,04/17/19,06:10 PM,06:10 PM,False,True,04/17/19,02:10 PM,02:10 PM,FREE,BUSY
49,04/18/19,10:10 PM,10:10 PM,Reds at Padres,Petco Park - San Diego,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/19/19,04/19/19,01:10 AM,01:10 AM,False,True,04/18/19,09:10 PM,09:10 PM,FREE,BUSY
50,04/19/19,10:10 PM,10:10 PM,Reds at Padres,Petco Park - San Diego,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/20/19,04/20/19,01:10 AM,01:10 AM,False,True,04/19/19,09:10 PM,09:10 PM,FREE,BUSY
51,04/20/19,08:40 PM,08:40 PM,Reds at Padres,Petco Park - San Diego,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/20/19,04/20/19,11:40 PM,11:40 PM,False,True,04/20/19,07:40 PM,07:40 PM,FREE,BUSY
52,04/21/19,04:10 PM,04:10 PM,Reds at Padres,Petco Park - San Diego,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/21/19,04/21/19,07:10 PM,07:10 PM,False,True,04/21/19,03:10 PM,03:10 PM,FREE,BUSY
53,04/23/19,06:40 PM,06:40 PM,Braves at Reds,Great American Ball Park - Cincinnati,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/23/19,04/23/19,09:40 PM,09:40 PM,False,True,04/23/19,05:40 PM,05:40 PM,FREE,BUSY
54,04/24/19,06:40 PM,06:40 PM,Braves at Reds,Great American Ball Park - Cincinnati,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/24/19,04/24/19,09:40 PM,09:40 PM,False,True,04/24/19,05:40 PM,05:40 PM,FREE,BUSY
55,04/25/19,06:40 PM,06:40 PM,Braves at Reds,Great American Ball Park - Cincinnati,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/25/19,04/25/19,09:40 PM,09:40 PM,False,True,04/25/19,05:40 PM,05:40 PM,FREE,BUSY
56,04/26/19,08:15 PM,08:15 PM,Reds at Cardinals,Busch Stadium - St. Louis,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/26/19,04/26/19,11:15 PM,11:15 PM,False,True,04/26/19,07:15 PM,07:15 PM,FREE,BUSY
57,04/27/19,02:15 PM,02:15 PM,Reds at Cardinals,Busch Stadium - St. Louis,Local TV: FS-O- MLBN (out-of-market only) ----- Local Radio: WLW 700- Reds Radio Network,04/27/19,04/27/19,05:15 PM,05:15 PM,False,True,04/27/19,01:15 PM,01:15 PM,FREE,BUSY
58,04/28/19,02:15 PM,02:15 PM,Reds at Cardinals,Busch Stadium - St. Louis,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/28/19,04/28/19,05:15 PM,05:15 PM,False,True,04/28/19,01:15 PM,01:15 PM,FREE,BUSY
59,04/29/19,07:10 PM,07:10 PM,Reds at Mets,Citi Field - Flushing,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/29/19,04/29/19,10:10 PM,10:10 PM,False,True,04/29/19,06:10 PM,06:10 PM,FREE,BUSY
60,04/30/19,07:10 PM,07:10 PM,Reds at Mets,Citi Field - Flushing,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,04/30/19,04/30/19,10:10 PM,10:10 PM,False,True,04/30/19,06:10 PM,06:10 PM,FREE,BUSY
61,05/01/19,07:10 PM,07:10 PM,Reds at Mets,Citi Field - Flushing,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,05/01/19,05/01/19,10:10 PM,10:10 PM,False,True,05/01/19,06:10 PM,06:10 PM,FREE,BUSY
62,05/02/19,12:10 PM,12:10 PM,Reds at Mets,Citi Field - Flushing,Local TV: FS-O- MLBN (out-of-market only) ----- Local Radio: WLW 700- Reds Radio Network,05/02/19,05/02/19,03:10 PM,03:10 PM,False,True,05/02/19,11:10 AM,11:10 AM,FREE,BUSY
63,05/03/19,07:10 PM,07:10 PM,Giants at Reds,Great American Ball Park - Cincinnati,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,05/03/19,05/03/19,10:10 PM,10:10 PM,False,True,05/03/19,06:10 PM,06:10 PM,FREE,BUSY
64,05/04/19,07:10 PM,07:10 PM,Giants at Reds,Great American Ball Park - Cincinnati,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,05/04/19,05/04/19,10:10 PM,10:10 PM,False,True,05/04/19,06:10 PM,06:10 PM,FREE,BUSY
65,05/05/19,04:10 PM,04:10 PM,Giants at Reds,Great American Ball Park - Cincinnati,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,05/05/19,05/05/19,07:10 PM,07:10 PM,False,True,05/05/19,03:10 PM,03:10 PM,FREE,BUSY
66,05/06/19,12:35 PM,12:35 PM,Giants at Reds,Great American Ball Park - Cincinnati,Local TV: FS-O- MLBN (out-of-market only) ----- Local Radio: WLW 700- Reds Radio Network,05/06/19,05/06/19,03:35 PM,03:35 PM,False,True,05/06/19,11:35 AM,11:35 AM,FREE,BUSY
67,05/07/19,10:07 PM,10:07 PM,Reds at Athletics,Oakland Coliseum - Oakland,Local TV: FS-O ----- Local Radio: WLW 700- Reds Radio Network,05/08/19,05/08/19,01:07 AM,01:07 AM,False,True,05/07/19,09:07 PM,09:07 PM,FREE,BUSY
68,05/08/19,10:07 PM,10:07 PM,Reds at Athletics,Oakland Coliseum - Oakland,Local TV: FS-O- MLBN (out-of-market only) ----- Local Radio: WLW 700- Reds Radio Network,05/09/19,05/09/19,01:07 AM,01:07 AM,False,True,05/08/19,09:07 PM,09:07 PM,FREE,BUSY
